1.089344014040635189e-01,1.089344014040635189e-01,1.089344014040635189e-01,1.089344014040635189e-01,1.089344014040635189e-01,1.089344014040635189e-01,1.089344014040635189e-01,1.089344014040635189e-01
1.099649737957884010e-01,1.099649737957884010e-01,1.099649737957884010e-01,1.099649737957884010e-01,1.099649737957884010e-01,1.099649737957884010e-01,1.099649737957884010e-01,1.099649737957884010e-01
1.138715478595995201e-01,1.138715478595995201e-01,1.138715478595995201e-01,1.138715478595995201e-01,1.138715478595995201e-01,1.138715478595995201e-01,1.138715478595995201e-01,1.138715478595995201e-01
1.180662076175438280e-01,1.180662076175438280e-01,1.180662076175438280e-01,1.180662076175438280e-01,1.180662076175438280e-01,1.180662076175438280e-01,1.180662076175438280e-01,1.180662076175438280e-01
1.207572791907582932e-01,1.207572791907582932e-01,1.207572791907582932e-01,1.207572791907582932e-01,1.207572791907582932e-01,1.207572791907582932e-01,1.207572791907582932e-01,1.207572791907582932e-01
1.211297117671419343e-01,1.211297117671419343e-01,1.211297117671419343e-01,1.211297117671419343e-01,1.211297117671419343e-01,1.211297117671419343e-01,1.211297117671419343e-01,1.211297117671419343e-01
1.193037237415826013e-01,1.193037237415826013e-01,1.193037237415826013e-01,1.193037237415826013e-01,1.193037237415826013e-01,1.193037237415826013e-01,1.193037237415826013e-01,1.193037237415826013e-01
1.160928585116991485e-01,1.160928585116991485e-01,1.160928585116991485e-01,1.160928585116991485e-01,1.160928585116991485e-01,1.160928585116991485e-01,1.160928585116991485e-01,1.160928585116991485e-01
1.126324406920993226e-01,1.126324406920993226e-01,1.126324406920993226e-01,1.126324406920993226e-01,1.126324406920993226e-01,1.126324406920993226e-01,1.126324406920993226e-01,1.126324406920993226e-01
1.099809630257766457e-01,1.099809630257766457e-01,1.099809630257766457e-01,1.099809630257766457e-01,1.099809630257766457e-01,1.099809630257766457e-01,1.099809630257766457e-01,1.099809630257766457e-01
1.088005139106904551e-01,1.088005139106904551e-01,1.088005139106904551e-01,1.088005139106904551e-01,1.088005139106904551e-01,1.088005139106904551e-01,1.088005139106904551e-01,1.088005139106904551e-01
1.091961499509004341e-01,1.091961499509004341e-01,1.091961499509004341e-01,1.091961499509004341e-01,1.091961499509004341e-01,1.091961499509004341e-01,1.091961499509004341e-01,1.091961499509004341e-01
