1.047180724169025634e-01,1.047180724169025634e-01,1.047180724169025634e-01,1.047180724169025634e-01,1.047180724169025634e-01,1.047180724169025634e-01,1.047180724169025634e-01,1.047180724169025634e-01
1.046792838206513920e-01,1.046792838206513920e-01,1.046792838206513920e-01,1.046792838206513920e-01,1.046792838206513920e-01,1.046792838206513920e-01,1.046792838206513920e-01,1.046792838206513920e-01
1.046611259065173272e-01,1.046611259065173272e-01,1.046611259065173272e-01,1.046611259065173272e-01,1.046611259065173272e-01,1.046611259065173272e-01,1.046611259065173272e-01,1.046611259065173272e-01
1.046543588691406512e-01,1.046543588691406512e-01,1.046543588691406512e-01,1.046543588691406512e-01,1.046543588691406512e-01,1.046543588691406512e-01,1.046543588691406512e-01,1.046543588691406512e-01
1.046522120985287074e-01,1.046522120985287074e-01,1.046522120985287074e-01,1.046522120985287074e-01,1.046522120985287074e-01,1.046522120985287074e-01,1.046522120985287074e-01,1.046522120985287074e-01
1.046516948374005551e-01,1.046516948374005551e-01,1.046516948374005551e-01,1.046516948374005551e-01,1.046516948374005551e-01,1.046516948374005551e-01,1.046516948374005551e-01,1.046516948374005551e-01
1.046535138837043633e-01,1.046535138837043633e-01,1.046535138837043633e-01,1.046535138837043633e-01,1.046535138837043633e-01,1.046535138837043633e-01,1.046535138837043633e-01,1.046535138837043633e-01
1.046556691760542890e-01,1.046556691760542890e-01,1.046556691760542890e-01,1.046556691760542890e-01,1.046556691760542890e-01,1.046556691760542890e-01,1.046556691760542890e-01,1.046556691760542890e-01
1.069296528776249033e-01,1.069296528776249033e-01,1.069296528776249033e-01,1.069296528776249033e-01,1.069296528776249033e-01,1.069296528776249033e-01,1.069296528776249033e-01,1.069296528776249033e-01
1.088009774925922102e-01,1.088009774925922102e-01,1.088009774925922102e-01,1.088009774925922102e-01,1.088009774925922102e-01,1.088009774925922102e-01,1.088009774925922102e-01,1.088009774925922102e-01
1.241226188294604071e-01,1.241226188294604071e-01,1.241226188294604071e-01,1.241226188294604071e-01,1.241226188294604071e-01,1.241226188294604071e-01,1.241226188294604071e-01,1.241226188294604071e-01
7.946486311475382536e-01,7.946486311475382536e-01,7.946486311475382536e-01,7.946486311475382536e-01,7.946486311475382536e-01,7.946486311475382536e-01,7.946486311475382536e-01,7.946486311475382536e-01
1.704676415648464172e+00,1.704676415648464172e+00,1.704676415648464172e+00,1.704676415648464172e+00,1.704676415648464172e+00,1.704676415648464172e+00,1.704676415648464172e+00,1.704676415648464172e+00
2.007511919298849534e+00,2.007511919298849534e+00,2.007511919298849534e+00,2.007511919298849534e+00,2.007511919298849534e+00,2.007511919298849534e+00,2.007511919298849534e+00,2.007511919298849534e+00
2.168676881104147469e+00,2.168676881104147469e+00,2.168676881104147469e+00,2.168676881104147469e+00,2.168676881104147469e+00,2.168676881104147469e+00,2.168676881104147469e+00,2.168676881104147469e+00
2.327321453748027125e+00,2.327321453748027125e+00,2.327321453748027125e+00,2.327321453748027125e+00,2.327321453748027125e+00,2.327321453748027125e+00,2.327321453748027125e+00,2.327321453748027125e+00
2.496425227516283485e+00,2.496425227516283485e+00,2.496425227516283485e+00,2.496425227516283485e+00,2.496425227516283485e+00,2.496425227516283485e+00,2.496425227516283485e+00,2.496425227516283485e+00
2.676433121875561483e+00,2.676433121875561483e+00,2.676433121875561483e+00,2.676433121875561483e+00,2.676433121875561483e+00,2.676433121875561483e+00,2.676433121875561483e+00,2.676433121875561483e+00
